project,case,api,curl,request_body,response_body,expected_schema,checked_response_path,schema_check
fixture_project,mock_cases,POST /api/mock_cases,"curl -X POST http://127.0.0.1:8020/api/mock_cases -H 'Content-Type: application/json' -d '{""project"": ""fixture_project""}'","{""project"": ""fixture_project""}","{""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}], ""project_id"": ""fixture_project""}",impl.core.schema.api.MockCasesResponse,[],pass
QA,mock_cases,POST /api/mock_cases,"curl -X POST http://127.0.0.1:8020/api/mock_cases -H 'Content-Type: application/json' -d '{""project"": ""QA""}'","{""project"": ""QA""}","{""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}], ""project_id"": ""QA""}",impl.core.schema.api.MockCasesResponse,[],pass
client_search,mock_cases,POST /api/mock_cases,"curl -X POST http://127.0.0.1:8020/api/mock_cases -H 'Content-Type: application/json' -d '{""project"": ""client_search""}'","{""project"": ""client_search""}","{""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}], ""project_id"": ""client_search""}",impl.core.schema.api.MockCasesResponse,[],pass
marketting-planning,mock_cases,POST /api/mock_cases,"curl -X POST http://127.0.0.1:8020/api/mock_cases -H 'Content-Type: application/json' -d '{""project"": ""marketting-planning""}'","{""project"": ""marketting-planning""}","{""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}], ""project_id"": ""marketting-planning""}",impl.core.schema.api.MockCasesResponse,[],pass
marketting-planning-intent,mock_cases,POST /api/mock_cases,"curl -X POST http://127.0.0.1:8020/api/mock_cases -H 'Content-Type: application/json' -d '{""project"": ""marketting-planning-intent""}'","{""project"": ""marketting-planning-intent""}","{""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}], ""project_id"": ""marketting-planning-intent""}",impl.core.schema.api.MockCasesResponse,[],pass
fixture_project,mock_datasets,POST /api/mock_datasets,"curl -X POST http://127.0.0.1:8020/api/mock_datasets -H 'Content-Type: application/json' -d '{""project"": ""fixture_project""}'","{""project"": ""fixture_project""}","{""datasets"": [{""case_count"": 2, ""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}, {""expected_intent"": ""通过澄清补齐地域和年龄后搜索客户"", ""id"": ""fixture-multiturn-001"", ""input"": {""query"": ""帮我找高净值客户""}, ""interaction"": {""mode"": ""interactive_intent"", ""policy"": {""max_turns"": 3, ""stop_when"": [""required_fields_collected""]}, ""turn_expectations"": [{""missing_fields"": [""city"", ""age""], ""required_path_types"": [], ""stage"": ""clarification"", ""turn"": 1}, {""missing_fields"": [], ""required_path_types"": [""city"", ""age"", ""asset_level""], ""stage"": ""completion"", ""turn"": 2}]}, ""metadata"": {}, ""mock_agent"": {""role"": ""clarify_missing_fields""}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-multi-turn"", ""source"": ""fixture"", ""status"": ""completed"", ""user_intent"": {""goal"": ""搜索高净值客户"", ""known_fields"": {""asset_level"": ""高净值""}}}], ""dataset_id"": ""dataset-fixture-001"", ""description"": ""One single-turn case and one multi-turn case for fixture consumers."", ""dimension_type"": ""schema_fixture"", ""name"": ""Schema Fixture Dataset""}], ""project_id"": ""fixture_project""}",impl.core.schema.api.MockDatasetsResponse,[],pass
QA,mock_datasets,POST /api/mock_datasets,"curl -X POST http://127.0.0.1:8020/api/mock_datasets -H 'Content-Type: application/json' -d '{""project"": ""QA""}'","{""project"": ""QA""}","{""datasets"": [{""case_count"": 2, ""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}, {""expected_intent"": ""通过澄清补齐地域和年龄后搜索客户"", ""id"": ""fixture-multiturn-001"", ""input"": {""query"": ""帮我找高净值客户""}, ""interaction"": {""mode"": ""interactive_intent"", ""policy"": {""max_turns"": 3, ""stop_when"": [""required_fields_collected""]}, ""turn_expectations"": [{""missing_fields"": [""city"", ""age""], ""required_path_types"": [], ""stage"": ""clarification"", ""turn"": 1}, {""missing_fields"": [], ""required_path_types"": [""city"", ""age"", ""asset_level""], ""stage"": ""completion"", ""turn"": 2}]}, ""metadata"": {}, ""mock_agent"": {""role"": ""clarify_missing_fields""}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-multi-turn"", ""source"": ""fixture"", ""status"": ""completed"", ""user_intent"": {""goal"": ""搜索高净值客户"", ""known_fields"": {""asset_level"": ""高净值""}}}], ""dataset_id"": ""dataset-fixture-001"", ""description"": ""One single-turn case and one multi-turn case for fixture consumers."", ""dimension_type"": ""schema_fixture"", ""name"": ""Schema Fixture Dataset""}], ""project_id"": ""QA""}",impl.core.schema.api.MockDatasetsResponse,[],pass
client_search,mock_datasets,POST /api/mock_datasets,"curl -X POST http://127.0.0.1:8020/api/mock_datasets -H 'Content-Type: application/json' -d '{""project"": ""client_search""}'","{""project"": ""client_search""}","{""datasets"": [{""case_count"": 2, ""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}, {""expected_intent"": ""通过澄清补齐地域和年龄后搜索客户"", ""id"": ""fixture-multiturn-001"", ""input"": {""query"": ""帮我找高净值客户""}, ""interaction"": {""mode"": ""interactive_intent"", ""policy"": {""max_turns"": 3, ""stop_when"": [""required_fields_collected""]}, ""turn_expectations"": [{""missing_fields"": [""city"", ""age""], ""required_path_types"": [], ""stage"": ""clarification"", ""turn"": 1}, {""missing_fields"": [], ""required_path_types"": [""city"", ""age"", ""asset_level""], ""stage"": ""completion"", ""turn"": 2}]}, ""metadata"": {}, ""mock_agent"": {""role"": ""clarify_missing_fields""}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-multi-turn"", ""source"": ""fixture"", ""status"": ""completed"", ""user_intent"": {""goal"": ""搜索高净值客户"", ""known_fields"": {""asset_level"": ""高净值""}}}], ""dataset_id"": ""dataset-fixture-001"", ""description"": ""One single-turn case and one multi-turn case for fixture consumers."", ""dimension_type"": ""schema_fixture"", ""name"": ""Schema Fixture Dataset""}], ""project_id"": ""client_search""}",impl.core.schema.api.MockDatasetsResponse,[],pass
marketting-planning,mock_datasets,POST /api/mock_datasets,"curl -X POST http://127.0.0.1:8020/api/mock_datasets -H 'Content-Type: application/json' -d '{""project"": ""marketting-planning""}'","{""project"": ""marketting-planning""}","{""datasets"": [{""case_count"": 2, ""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}, {""expected_intent"": ""通过澄清补齐地域和年龄后搜索客户"", ""id"": ""fixture-multiturn-001"", ""input"": {""query"": ""帮我找高净值客户""}, ""interaction"": {""mode"": ""interactive_intent"", ""policy"": {""max_turns"": 3, ""stop_when"": [""required_fields_collected""]}, ""turn_expectations"": [{""missing_fields"": [""city"", ""age""], ""required_path_types"": [], ""stage"": ""clarification"", ""turn"": 1}, {""missing_fields"": [], ""required_path_types"": [""city"", ""age"", ""asset_level""], ""stage"": ""completion"", ""turn"": 2}]}, ""metadata"": {}, ""mock_agent"": {""role"": ""clarify_missing_fields""}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-multi-turn"", ""source"": ""fixture"", ""status"": ""completed"", ""user_intent"": {""goal"": ""搜索高净值客户"", ""known_fields"": {""asset_level"": ""高净值""}}}], ""dataset_id"": ""dataset-fixture-001"", ""description"": ""One single-turn case and one multi-turn case for fixture consumers."", ""dimension_type"": ""schema_fixture"", ""name"": ""Schema Fixture Dataset""}], ""project_id"": ""marketting-planning""}",impl.core.schema.api.MockDatasetsResponse,[],pass
marketting-planning-intent,mock_datasets,POST /api/mock_datasets,"curl -X POST http://127.0.0.1:8020/api/mock_datasets -H 'Content-Type: application/json' -d '{""project"": ""marketting-planning-intent""}'","{""project"": ""marketting-planning-intent""}","{""datasets"": [{""case_count"": 2, ""cases"": [{""expected_intent"": ""搜索符合地域、年龄、资产条件的客户"", ""id"": ""fixture-case-001"", ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""metadata"": {}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-single-turn"", ""source"": ""fixture"", ""status"": ""completed""}, {""expected_intent"": ""通过澄清补齐地域和年龄后搜索客户"", ""id"": ""fixture-multiturn-001"", ""input"": {""query"": ""帮我找高净值客户""}, ""interaction"": {""mode"": ""interactive_intent"", ""policy"": {""max_turns"": 3, ""stop_when"": [""required_fields_collected""]}, ""turn_expectations"": [{""missing_fields"": [""city"", ""age""], ""required_path_types"": [], ""stage"": ""clarification"", ""turn"": 1}, {""missing_fields"": [], ""required_path_types"": [""city"", ""age"", ""asset_level""], ""stage"": ""completion"", ""turn"": 2}]}, ""metadata"": {}, ""mock_agent"": {""role"": ""clarify_missing_fields""}, ""reference"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""scenario"": ""schema-fixture-multi-turn"", ""source"": ""fixture"", ""status"": ""completed"", ""user_intent"": {""goal"": ""搜索高净值客户"", ""known_fields"": {""asset_level"": ""高净值""}}}], ""dataset_id"": ""dataset-fixture-001"", ""description"": ""One single-turn case and one multi-turn case for fixture consumers."", ""dimension_type"": ""schema_fixture"", ""name"": ""Schema Fixture Dataset""}], ""project_id"": ""marketting-planning-intent""}",impl.core.schema.api.MockDatasetsResponse,[],pass
fixture_project,judge,POST /api/judge,"curl -X POST http://127.0.0.1:8020/api/judge -H 'Content-Type: application/json' -d '{""project"": ""fixture_project"", ""trace"": {""application_boundary"": {""evaluates"": ""condition semantic coverage""}, ""case_id"": ""fixture-case-001"", ""conversation_summary"": {}, ""conversation_transcript"": [], ""created_at"": ""2026-06-30T03:48:15.684613+00:00"", ""error"": null, ""evidence_refs"": [], ""execution_mode"": ""succeeded"", ""execution_trace"": [{""error"": """", ""evidence"": null, ""inputs"": {}, ""metadata"": {}, ""outputs"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""stage"": ""adapter.extract_output"", ""status"": ""succeeded"", ""timestamp"": """"}], ""extracted_output"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""fallbacks"": [], ""gate_decisions"": [], ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""interaction_mode"": ""single_turn"", ""live_result"": {""application_boundary"": {""evaluates"": ""condition semantic coverage""}, ""call_error"": null, ""call_status"": ""succeeded"", ""case_id"": ""fixture-case-001"", ""evidence_refs"": [], ""execution_trace"": [{""error"": """", ""evidence"": null, ""inputs"": {}, ""metadata"": {}, ""outputs"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""stage"": ""adapter.extract_output"", ""status"": ""succeeded"", ""timestamp"": """"}], ""extracted_output"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""fallbacks"": [], ""interaction_mode"": ""single_turn"", ""multi_turn_state"": null, ""normalized_request"": {""limit"": 20, ""query"": ""帮我找上海、年龄30到40岁的高净值客户""}, ""output_source"": ""live_service"", ""project_fields"": {}, ""project_id"": ""fixture_project"", ""raw_input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""raw_response"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}], ""matched_level"": ""condition""}, ""runtime_ms"": 120, ""session_id"": ""fixture-session-001""}, ""multi_turn_input"": null, ""normalized_request"": {""limit"": 20, ""query"": ""帮我找上海、年龄30到40岁的高净值客户""}, ""output_source"": ""live_service"", ""project_fields"": {}, ""project_id"": ""fixture_project"", ""raw_response"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}], ""matched_level"": ""condition""}, ""reference_contract"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""runtime_logs"": [], ""scenario"": ""schema-fixture-single-turn"", ""session_id"": ""fixture-session-001"", ""state_history"": [], ""status"": ""ok"", ""stop_reason"": """", ""trace_id"": ""trace-fixture-case-001"", ""transition_decisions"": [], ""turn_index"": 0}}'","{""project"": ""fixture_project"", ""trace"": {""application_boundary"": {""evaluates"": ""condition semantic coverage""}, ""case_id"": ""fixture-case-001"", ""conversation_summary"": {}, ""conversation_transcript"": [], ""created_at"": ""2026-06-30T03:48:15.684613+00:00"", ""error"": null, ""evidence_refs"": [], ""execution_mode"": ""succeeded"", ""execution_trace"": [{""error"": """", ""evidence"": null, ""inputs"": {}, ""metadata"": {}, ""outputs"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""stage"": ""adapter.extract_output"", ""status"": ""succeeded"", ""timestamp"": """"}], ""extracted_output"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""fallbacks"": [], ""gate_decisions"": [], ""input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""interaction_mode"": ""single_turn"", ""live_result"": {""application_boundary"": {""evaluates"": ""condition semantic coverage""}, ""call_error"": null, ""call_status"": ""succeeded"", ""case_id"": ""fixture-case-001"", ""evidence_refs"": [], ""execution_trace"": [{""error"": """", ""evidence"": null, ""inputs"": {}, ""metadata"": {}, ""outputs"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""stage"": ""adapter.extract_output"", ""status"": ""succeeded"", ""timestamp"": """"}], ""extracted_output"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""fallbacks"": [], ""interaction_mode"": ""single_turn"", ""multi_turn_state"": null, ""normalized_request"": {""limit"": 20, ""query"": ""帮我找上海、年龄30到40岁的高净值客户""}, ""output_source"": ""live_service"", ""project_fields"": {}, ""project_id"": ""fixture_project"", ""raw_input"": {""case_id"": ""fixture-case-001"", ""query"": ""帮我找上海、年龄30到40岁的高净值客户"", ""scenario"": ""schema-fixture-single-turn""}, ""raw_response"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}], ""matched_level"": ""condition""}, ""runtime_ms"": 120, ""session_id"": ""fixture-session-001""}, ""multi_turn_input"": null, ""normalized_request"": {""limit"": 20, ""query"": ""帮我找上海、年龄30到40岁的高净值客户""}, ""output_source"": ""live_service"", ""project_fields"": {}, ""project_id"": ""fixture_project"", ""raw_response"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}], ""matched_level"": ""condition""}, ""reference_contract"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""runtime_logs"": [], ""scenario"": ""schema-fixture-single-turn"", ""session_id"": ""fixture-session-001"", ""state_history"": [], ""status"": ""ok"", ""stop_reason"": """", ""trace_id"": ""trace-fixture-case-001"", ""transition_decisions"": [], ""turn_index"": 0}}","{""actual"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""boundary_decision"": {}, ""business_expectations"": [{""acceptance_criteria"": [{""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}], ""boundary"": {""scope"": ""only extracted conditions""}, ""downstream_consumer"": ""client_search_parser"", ""evidence_refs"": [], ""expectation_id"": ""exp-conditions-covered"", ""expected_outcome"": ""输出包含 city、age、asset_level 三个条件"", ""priority"": ""high"", ""required_capabilities"": [""semantic_parse"", ""condition_extract""], ""user_intent"": ""搜索上海、30到40岁、高净值客户""}], ""confidence"": 0.95, ""consumer_contract"": {""application_boundary"": {""evaluates"": ""condition semantic coverage""}, ""consumer"": ""fixture_project"", ""contract"": ""current trace output must satisfy the current user or downstream business expectation"", ""reference_contract"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}}, ""evaluation_boundary"": {}, ""evidence"": [], ""expected"": {""conditions"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}]}, ""extra"": [], ""fallbacks"": [], ""fulfillment_assessments"": [{""actual_evidence"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}], ""blocking"": true, ""boundary_decision"": {}, ""confidence"": 0.95, ""downstream_impact"": ""下游客户检索条件完整"", ""evidence_refs"": [], ""expectation_id"": ""exp-conditions-covered"", ""expected_evidence"": [{""field"": ""city"", ""op"": ""eq"", ""value"": ""上海""}, {""field"": ""age"", ""op"": ""between"", ""value"": [30, 40]}, {""field"": ""asset_level"", ""op"": ""eq"", ""value"": ""高净值""}], ""score"": 1.0, ""status"": ""fulfilled""}], ""gate_decisions"": [], ""intent_model"": {}, ""judge_basis"": ""actual conditions 覆盖 reference conditions"", ""judge_method"": ""condition_semantic_match"", ""missing"": [], ""needs_human_review"": null, ""overall_fulfillment"": {""assessment_count"": 1, ""blocking_expectations"": [], ""status"": ""fulfilled""}, ""overrides"": [], ""probability"": null, ""project_id"": ""fixture_project"", ""quality_flags"": [], ""raw_model_output"": null, ""reasoning_summary"": ""所有必要条件均被正确提取。"", ""reconstructed_intent"": ""用户要搜索上海、30到40岁、高净值客户"", ""reference_generation_basis"": {}, ""scenario"": ""schema-fixture-single-turn"", ""score"": null, ""semantic_equivalence_checks"": [], ""trace_id"": ""trace-fixture-case-001"", ""transition_decisions"": [], ""verdict"": ""correct"", ""verdict_derivation"": {}, ""wrong"": []}",impl.core.schema.judge.JudgeResult,[],pass
